Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
380,Trippie Redd ,Miss The Rage,349,8.0,3,(x6),1699784,132399703
381,Bruno Mars ,24K Magic,349,13.0,5,0,937406,132118188
382,Lil Nas X ,Old Town Road,175,50.0,1,(x2),2450954,132031403
383,ZAYN ,PILLOWTALK,297,84.0,1,(x10),1277421,131983424
384,BTS ,Dynamite,332,14.0,3,(x3),1824254,131917493
385,Kygo ,It Ain't Me,272,28.0,3,(x3),1169170,130487216
386,DaBaby ,VIBEZ,285,2.0,4,0,1371845,129872425
387,Russ ,Losin Control,512,0.0,58,0,379457,129835284
388,Portugal. The Man ,Feel It Still,331,0.0,13,0,756792,129571919
389,NEIKED ,Better Days (NEIKED x Mae Muller x Polo G),321,20.0,6,0,883029,129400161
390,Shawn Mendes ,Treat You Better,321,1.0,10,0,740821,129275991
391,Bad Bunny ,Moscow Mule,219,11.0,1,(x1),2582359,128972121
392,Cardi B ,Money,273,1.0,9,0,1148815,128812752
393,Morgan Wallen ,7 Summers,388,7.0,3,(x2),2269891,128247607
394,José Feliciano ,Feliz Navidad,222,11.0,6,0,3233033,128148147
395,Travis Scott ,YOSEMITE,320,4.0,7,0,2092634,127780533
396,Famous Dex ,JAPAN,299,0.0,11,0,1019372,127676006
397,Farruko ,Pepas,337,0.0,16,0,696956,127483860
398,Justin Bieber ,Mistletoe,295,0.0,13,0,1898014,127188550
399,THE ANXIETY ,Meet Me At Our Spot,281,21.0,8,0,852099,126861687
400,Polo G ,21,425,0.0,35,0,462532,126417091
401,Vance Joy ,Riptide,753,0.0,12,0,273070,126349492
402,DJ Snake ,Taki Taki,238,27.0,4,0,1308756,126096694
403,Grouplove ,Tongue Tied,525,0.0,100,0,284533,125880696
404,Diplo ,Heartless,444,0.0,53,0,436704,125811158
405,StaySolidRocky ,Party Girl,239,53.0,2,(x21),1169465,125662367
406,Taylor Swift ,AntiHero,69,46.0,1,(x14),7786096,124825787
407,Quality Control ,Baby (Lil Baby feat. DaBaby),308,0.0,14,0,779096,124162581
408,Billie Eilish ,idontwannabeyouanymore,400,0.0,40,0,516523,123991487
409,Queen ,Bohemian Rhapsody  Remastered 2011,420,0.0,36,0,537813,123761624
410,NLE Choppa ,Camelot,297,4.0,7,0,932296,123589568
411,Luke Combs ,When It Rains It Pours,565,0.0,84,0,306131,123431139
412,Flume ,Never Be Like You,357,0.0,14,0,604526,123343026
413,J Balvin ,LA CANCIÓN,443,0.0,30,0,626782,123298668
414,Lil Baby ,Woah,269,0.0,11,0,1046993,122876453
415,OneRepublic ,I Ain't Worried,206,36.0,6,0,847839,122488638
416,Playboi Carti ,Shoota,420,0.0,23,0,826235,122469617
417,2 Chainz ,It's A Vibe,403,0.0,35,0,543374,122067552
418,Doja Cat ,Vegas (From the Original Motion Picture Soundtrack ELVIS),234,29.0,7,0,922178,121176458
419,Juice WRLD ,Legends,418,2.0,4,0,1239344,121077739
420,Rae Sremmurd ,Powerglide,263,0.0,15,0,940053,120839941
421,XXXTENTACION ,Revenge,412,0.0,16,0,1119765,120698497
422,Ariana Grande ,God is a woman,227,26.0,4,0,1528413,120468984
423,Chris Brown ,Go Crazy,345,0.0,19,0,611457,120431219
424,Martin Garrix ,In the Name of Love,304,0.0,11,0,720257,120205635
425,Sam Smith ,Unholy,98,58.0,1,(x28),2488457,120201022
426,Pop Smoke ,Mood Swings,306,6.0,9,0,846397,119371547
427,The Chainsmokers ,Paris,224,45.0,3,(x1),1275674,119358756
428,Lil Skies ,Red Roses,365,0.0,36,0,532229,119331204
429,Wiz Khalifa ,See You Again,452,85.0,1,(x26),995751,119131650
430,Billie Eilish ,wish you were gay,271,16.0,2,(x2),2039013,119110503
431,Måneskin ,Beggin',231,29.0,4,0,1100134,118922920
432,DNCE ,Cake By The Ocean,420,0.0,14,0,546287,118801783
433,Kanye West ,Bound 2,361,0.0,20,0,606925,118764637
434,Travis Scott ,Antidote,535,0.0,12,0,509143,118146637
435,The Kid LAROI ,GO,350,0.0,12,0,833612,117833168
436,Post Malone ,Take What You Want,229,24.0,2,(x5),2796808,117464544
437,Michael Bublé ,Holly Jolly Christmas,266,0.0,13,0,2443625,117362413
438,Jordan Davis ,Buy Dirt,446,0.0,58,0,353342,117239640
439,Bad Bunny ,Ojitos Lindos,226,1.0,10,0,1230515,117064880
440,Cochise ,Tell Em,352,0.0,26,0,651174,116861554
441,Miguel ,Sky Walker,302,0.0,19,0,702194,116395947
442,Lil Peep ,Falling Down  Bonus Track,236,20.0,1,(x6),2158263,116066331
443,Kelly Clarkson ,Underneath the Tree,202,9.0,8,0,2346598,115764085
444,Lil Skies ,Lust,426,0.0,75,0,379237,115693481
445,The Weeknd ,Heartless,232,21.0,1,(x8),2634575,115431955
446,Ellie Goulding ,Hate Me,370,0.0,13,0,917238,115056947
447,Wallows ,Are You Bored Yet?,420,0.0,54,0,399406,114791296
448,Travis Scott ,STARGAZING,225,21.0,1,(x1),4244308,114669162
449,Ariana Grande ,Into You,305,1.0,10,0,710370,114250630
450,Eminem ,'Till I Collapse,771,0.0,41,0,431726,114132725
451,NLE Choppa ,Walk Em Down,246,0.0,12,0,730180,113510926
452,DJ Snake ,Middle,353,0.0,14,0,634100,113465863
453,Khalid ,OTW,294,0.0,17,0,915514,113437143
454,Taylor Swift ,You Need To Calm Down,250,22.0,1,(x1),2459661,113303615
455,Playboi Carti ,Sky,361,0.0,25,0,583880,113291304
456,Lil Wayne ,Sucker For Pain,344,0.0,12,0,704290,113258771
457,Maroon 5 ,What Lovers Do,227,4.0,7,0,925163,113203255
458,d4vd ,Romantic Homicide,149,48.0,2,(x1),1061087,112839982
459,Drake ,I'm Upset,170,26.0,4,0,3945109,112748287
460,GAYLE ,abcdefu,210,61.0,5,0,940468,112733991
461,Justin Bieber ,Holy,248,35.0,1,(x1),2020462,112093148
462,YNW Melly ,Suicidal,216,19.0,6,0,1113095,111505967
463,Post Malone ,Enemies,255,21.0,3,(x3),3198197,111333320
464,CJ ,Whoopty,230,58.0,3,(x3),834077,111327394
465,WILLOW ,Wait a Minute!,384,0.0,12,0,578328,111162304
466,Ed Sheeran ,Photograph,679,0.0,16,0,349617,111120972
467,A$AP Rocky ,Praise The Lord (Da Shine),281,3.0,5,0,1339872,110819424
468,21 Savage ,No Heart,382,0.0,18,0,559060,110613158
469,YG ,BIG BANK,267,0.0,21,0,870915,110251626
470,Billie Eilish ,Therefore I Am,237,15.0,1,(x7),1754735,109936841
471,Nio Garcia ,Te Boté  Remix,303,0.0,35,0,552785,109733059
472,Cardi B ,Bartier Cardi,221,35.0,3,(x6),1093964,109650225
473,Kid Cudi ,Pursuit Of Happiness (Nightmare),413,0.0,47,0,391076,109480124
474,J Balvin ,Mi Gente,238,28.0,7,0,867663,109423268
475,Ava Max ,Sweet but Psycho,320,0.0,30,0,590175,109220489
476,Walker Hayes ,Fancy Like,303,0.0,20,0,632758,109183937
477,Selena Gomez ,Lose You To Love Me,186,34.0,1,(x5),2659591,109150331
478,Olivia Rodrigo ,happier,228,29.0,5,0,2279399,109009363
479,Dean Martin ,Let It Snow! Let It Snow! Let It Snow!,187,7.0,7,0,3413764,108868445
480,Lil Durk ,Broadway Girls,291,11.0,4,0,1210147,108689365
481,Morgan Wallen ,Cover Me Up,437,0.0,23,0,664005,108508201
482,blackbear ,do re mi,373,0.0,26,0,628184,108380091
483,Sam Smith ,Stay With Me,548,127.0,1,(x2),442402,108129184
484,Shawn Mendes ,There's Nothing Holdin' Me Back,278,0.0,26,0,711457,107955518
485,Kanye West ,I Love It (& Lil Pump),175,32.0,1,(x11),1942212,107854141
486,Jeremih ,oui,419,0.0,21,0,528778,107730094
487,Camila Cabello ,Never Be the Same,236,8.0,5,0,1048100,107372683
488,Billie Eilish ,you should see me in a crown,325,3.0,7,0,1608603,107243178
489,Shawn Mendes ,If I Can't Have You,209,28.0,3,(x1),1474486,107192421
490,Yo Gotti ,Rake It Up,284,0.0,17,0,715011,107156568
491,Post Malone ,Ball For Me,215,6.0,8,0,2786889,107079418
492,Post Malone ,One Right Now,261,7.0,1,(x2),1830368,106856619
493,Olivia Rodrigo ,"jealousy, jealousy",256,4.0,9,0,1994138,106842027
494,Eminem ,Lucky You,207,28.0,1,(x9),2638639,106685258
495,Olivia Rodrigo ,brutal,211,21.0,2,(x1),2849969,106587197
496,Ali Gatie ,It's You,297,0.0,15,0,791346,106473404
497,Bazzi ,Beautiful,290,0.0,28,0,586218,105769712
498,Rich The Kid ,New Freezer,310,0.0,25,0,595266,105262051
499,Niall Horan ,Slow Hands,271,0.0,24,0,614747,105220848
500,Frank Ocean ,Lost,303,1.0,10,0,657541,105158717
501,Pooh Shiesty ,Back In Blood,283,7.0,9,0,718634,105011176
502,Maroon 5 ,Sugar,478,67.0,1,(x5),667233,104864460
503,Elvis Presley ,Blue Christmas,254,0.0,11,0,1959442,104768563
504,Lil Baby ,We Paid,283,10.0,9,0,824708,104746275
505,The Ronettes ,Sleigh Ride,188,1.0,10,0,2784468,104353068
506,Childish Gambino ,This Is America,157,29.0,1,(x13),2753489,103964722
507,Russ ,What They Want,537,0.0,56,0,299961,103833455
508,Lil Peep ,Star Shopping,416,0.0,88,0,316621,102969266
509,YNW Melly ,Mixed Personalities,225,0.0,12,0,894571,102953208
510,Sam Smith ,Too Good At Goodbyes,219,32.0,3,(x5),1243963,102793276
511,JACKBOYS ,OUT WEST,262,4.0,2,(x1),1618620,102677098
512,Halsey ,Now Or Never,254,0.0,12,0,798523,102516119
513,Jack Harlow ,Tyler Herro,285,7.0,9,0,905350,102414445
514,Marshmello ,FRIENDS,234,0.0,15,0,789940,102354557
515,XXXTENTACION ,Hope,327,1.0,10,0,1443350,102329254
516,Halsey ,Bad At Love,260,0.0,22,0,683397,101922633
517,$uicideboy$ ,"...And to Those I Love, Thanks for Sticking Around",392,0.0,35,0,441747,101882235
518,Lil Dicky ,Freaky Friday,192,23.0,5,0,1228612,101868561
519,Juice WRLD ,Wasted,268,0.0,20,0,709978,101797919
520,Metro Boomin ,Space Cadet,266,0.0,15,0,937419,101688152
521,Zara Larsson ,Never Forget You,280,1.0,9,0,659192,101316722
522,PARTYNEXTDOOR ,Come and See Me,448,0.0,51,0,312204,101074101
523,Taylor Swift ,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),205,24.0,1,(x9),3490740,100920020
524,Imagine Dragons ,Enemy,231,70.0,5,0,682385,100835953
525,Perry Como ,It's Beginning to Look a Lot Like Christmas,206,0.0,13,0,2240797,100817505
526,Megan Thee Stallion ,Savage Remix,196,30.0,2,(x1),1772566,100761690
527,Nicky Youre ,Sunroof,238,0.0,19,0,642413,100753638
528,Drake ,Pop Style,280,22.0,3,(x10),1144421,100358319
529,Drake ,Back To Back,410,5.0,10,0,437503,100323465
530,Selena Gomez ,Wolves,212,9.0,3,(x1),1274551,100276358
531,WALK THE MOON ,Shut Up and Dance,480,49.0,5,0,499657,100209488
532,Big Sean ,I Don't Fuck With You,532,91.0,2,(x5),422959,99659160
533,Lord Huron ,The Night We Met,405,0.0,43,0,513171,99390592
534,XXXTENTACION ,the remedy for a broken heart (why am I so in love),287,2.0,8,0,1947379,99380590
535,Ritt Momney ,Put Your Records On,277,0.0,13,0,713447,99070218
536,Stephen Sanchez ,Until I Found You,229,0.0,27,0,538505,98647110
537,Charlie Puth ,We Don't Talk Anymore,319,0.0,15,0,671737,98211121
538,Conan Gray ,Maniac,382,0.0,66,0,400847,98117699
539,Major Lazer ,Light It Up,322,0.0,16,0,585856,98079211
540,Blueface ,Thotiana,175,15.0,6,0,1269217,98052157
541,Bad Bunny ,Party,192,6.0,7,0,1576377,97935403
542,Drake ,Rich Flex,55,43.0,1,(x28),5389787,97928728
543,YBN Nahmir ,Bounce Out With That,316,0.0,27,0,621033,97885440
544,Bruno Mars ,Finesse  Remix; feat. Cardi B,181,34.0,2,(x7),1262874,97451275
545,Kane Brown ,Be Like That,302,0.0,24,0,651226,97216562
546,Ariana Grande ,breathin,203,13.0,4,0,1653237,97210521
547,Cage The Elephant ,Cigarette Daydreams,418,0.0,108,0,265431,97198449
548,Jawsh 685 ,Savage Love (Laxed  Sired Beat),204,8.0,7,0,842470,97044129
549,Chuck Berry ,Run Rudolph Run  Single Version,228,0.0,13,0,2106577,96924483
550,G Herbo ,PTSD,317,0.0,29,0,630282,96878801
551,FRENSHIP ,Capsize,282,0.0,21,0,547036,96799483
552,Band Aid ,Do They Know It's Christmas?  1984 Version,204,2.0,7,0,2071624,96606504
553,Juice WRLD ,Hate The Other Side,247,14.0,4,0,2855162,96515557
554,Nicki Minaj ,Super Freaky Girl,137,66.0,2,(x12),1573025,96391022
555,Kanye West ,Flashing Lights,338,0.0,48,0,421366,96363563
556,The Weeknd ,Often,585,5.0,7,0,510308,95876024
557,Young Thug ,Hot,191,17.0,8,0,951762,95787556
558,Lady Gaga ,Rain On Me,209,21.0,1,(x1),2234783,95611004
559,Kane Brown ,Heaven,351,0.0,51,0,463042,95521001
560,Lil Mosey ,Stuck In A Dream,241,6.0,6,0,953948,95475910
561,Eslabon Armado ,Jugaste y Sufrí,278,0.0,22,0,530830,95201278
562,DaBaby ,TOES,238,1.0,8,0,1050000,94674586
563,Sam Smith ,How Do You Sleep?,181,3.0,10,0,870242,94468000
564,Machine Gun Kelly ,Bad Things  With Camila Cabello,210,36.0,7,0,785738,94454737
565,Future ,PUFFIN ON ZOOTIEZ,225,7.0,4,0,1417345,94325787
566,Future ,Fine China,213,7.0,2,(x1),1715989,94225744
567,Kevin Gates ,2 Phones,337,0.0,15,0,598771,94221975
568,Sia ,Chandelier,589,72.0,4,0,358733,94195494
569,Don Toliver ,No Idea,246,0.0,17,0,723629,93790452
570,Drake ,What’s Next,189,22.0,1,(x14),3687689,93677191
571,Playboi Carti ,wokeuplikethis*,325,0.0,52,0,443339,93644916
572,Bad Bunny ,Después de la Playa,177,8.0,3,(x2),2158520,93328473
573,Kane Brown ,What Ifs,381,0.0,45,0,464191,93232207
574,Selena Gomez ,Back To You,234,0.0,15,0,877343,93219297
575,Pop Smoke ,The Woo,215,5.0,3,(x1),1284269,93098286
576,Luis Fonsi ,Despacito (Featuring Daddy Yankee),261,0.0,13,0,786546,93020729
577,Journey ,Don't Stop Believin',419,0.0,82,0,315881,93020470
578,Drake ,Energy,458,31.0,1,(x1),644639,92386459
579,Migos ,Narcos,228,14.0,2,(x2),1634923,92278196
580,Bazzi ,Paradise,251,0.0,18,0,735900,92269595
581,Marshmello ,One Thing Right,238,0.0,14,0,884052,91972872
582,Lil Skies ,i,282,0.0,13,0,860070,91934808
583,Billie Eilish ,i love you,315,0.0,14,0,1195368,91793788
584,Kodak Black ,Codeine Dreaming,218,2.0,10,0,867383,91629494
585,Gunna ,pushin P,156,70.0,2,(x22),1264487,91543896
586,Drake ,Chicago Freestyle,245,3.0,4,0,1961616,91252372
587,"Tyler, The Creator ",NEW MAGIC WAND,305,1.0,5,0,1537094,91144161
588,Gunna ,DOLLAZ ON MY HEAD,230,1.0,10,0,915411,91048768
589,The Weeknd ,Party Monster,221,24.0,2,(x1),1495895,90931727
590,Luke Combs ,Hurricane,417,0.0,77,0,288140,90807884
591,Selena Gomez ,Good For You,309,87.0,5,0,583377,89918074
592,Fetty Wap ,Again,344,19.0,9,0,502578,89804385
593,Alessia Cara ,Here,323,24.0,8,0,574058,89798695
594,Taylor Swift ,Look What You Made Me Do,163,28.0,1,(x10),3828478,89718682
595,The Weeknd ,Pray For Me,148,35.0,3,(x4),1522363,89699614
596,Young Thug ,Relationship,327,0.0,53,0,426423,89108978
597,JVKE ,golden hour,128,8.0,9,0,951092,89077530
598,Lizzo ,Good As Hell,204,0.0,19,0,765105,88713657
599,KAROL G ,PROVENZA,210,0.0,11,0,708235,88539867
600,Lil Baby ,"Never Recover (Lil Baby & Gunna, Drake)",179,11.0,1,(x1),1813449,88382182
601,Alessia Cara ,Scars To Your Beautiful,264,0.0,24,0,524903,88330659
602,Luke Combs ,The Kind of Love We Make,193,1.0,9,0,972167,88164187
603,Harry Styles ,Lights Up,205,17.0,2,(x2),2027630,87724368
604,Drake ,Gyalchester,215,12.0,3,(x1),1938036,87719286
605,Bad Bunny ,Callaita,255,0.0,37,0,491084,87611768
606,Dua Lipa ,IDGAF,227,0.0,20,0,686770,87357163
607,Zara Larsson ,Lush Life,322,0.0,24,0,421892,87351222
608,J. Cole ,Work Out,346,0.0,96,0,323602,86907626
609,Rich Homie Quan ,"Flex (Ooh, Ooh, Ooh)",441,0.0,11,0,423842,86829715
610,Dove Cameron ,Boyfriend,236,2.0,10,0,610722,86719217
611,G,Eazy  Him & I,156,42.0,3,(x2),1038353,86593035
612,Maroon 5 ,Don't Wanna Know,188,31.0,6,0,761274,86541563
613,Tiësto ,Jackie Chan,198,0.0,18,0,880754,86521189
614,Kent Jones ,Don't Mind,197,44.0,7,0,880527,86485934
615,Ed Sheeran ,Castle on the Hill,236,14.0,2,(x1),1464736,86482770
616,BENEE ,Supalonely,176,0.0,18,0,690878,86449441
617,Bailey Zimmerman ,Rock and A Hard Place,201,0.0,22,0,651464,86200828
618,Drake ,Know Yourself,419,21.0,5,0,559563,85852793
619,French Montana ,No Stylist,201,0.0,14,0,937243,85747254
620,SZA ,I Hate U,175,13.0,1,(x6),1615102,85718549
621,Calvin Harris ,One Kiss,176,0.0,17,0,816807,85666961
622,Future ,Where Ya At,447,0.0,24,0,305171,85639079
623,Adele ,Send My Love (To Your New Lover),267,0.0,13,0,621087,85569483
624,Childish Gambino ,Me and Your Mama,271,0.0,14,0,692793,85544703
625,BROCKHAMPTON ,SUGAR,224,0.0,21,0,768037,85393131
626,Camila Cabello ,My Oh My,171,1.0,10,0,905694,85344666
627,Kanye West ,Famous,322,11.0,2,(x1),972754,85209688
628,Starley ,Call On Me  Ryan Riback Extended Remix,227,0.0,21,0,530287,85119903
629,Lauv ,i'm so tired...,205,0.0,22,0,751627,84670678
630,Ellie Goulding ,Close To Me,242,0.0,30,0,661749,84655009
631,XXXTENTACION ,BAD!,147,26.0,2,(x2),2102844,84596862
632,NAV ,Wanted You,236,0.0,23,0,619512,84451429
633,YoungBoy Never Broke Again ,Make No Sense,228,0.0,25,0,613453,84397980
634,6LACK ,PRBLMS,389,0.0,93,0,268283,84279473
635,Juice WRLD ,Smile,196,21.0,2,(x4),1962238,84269938
636,AJR ,Bang!,298,0.0,36,0,464797,84042339
637,Calvin Harris ,Feels,153,10.0,9,0,892294,83941364
638,Kendrick Lamar ,ELEMENT.,188,15.0,3,(x7),2793051,83917996
639,Lil Baby ,Pure Cocaine,247,0.0,21,0,846291,83580799
640,Shawn Mendes ,Mercy,259,0.0,23,0,512743,83334888
641,Travis Scott ,beibs in the trap,375,0.0,95,0,275790,83265953
642,Ariana Grande ,Dangerous Woman,241,8.0,7,0,700593,83265541
643,Taylor Swift ,Lavender Haze,68,31.0,2,(x14),7644139,83226296
644,YG ,Go Loko,182,0.0,14,0,794733,82520209
645,Flume ,Say It,269,0.0,22,0,510552,82337429
646,Jessie J ,Bang Bang,461,77.0,2,(x1),396038,82251994
647,Bruno Mars ,Smokin Out The Window,167,25.0,1,(x3),1963589,82228168
648,Selena Gomez ,Hands To Myself,260,32.0,6,0,669841,82204948
649,Latto ,Big Energy,263,0.0,38,0,412594,82202983
650,Lil Uzi Vert ,Myron,195,7.0,1,(x1),2271346,81140683
651,Ellie Goulding ,Love Me Like You Do,347,74.0,1,(x12),676545,81076476
652,The Chainsmokers ,This Feeling,251,0.0,21,0,820199,80978407
653,Post Malone ,Stay,179,15.0,4,0,2703178,80957121
654,Rihanna ,Love On The Brain,335,0.0,35,0,543206,80925444
655,Kevin Gates ,Really Really,381,0.0,35,0,395758,80866635
656,Future ,F*ck Up Some Commas,549,0.0,42,0,220868,80812830
657,J. Cole ,KOD,160,7.0,1,(x2),4233070,80773017
658,Imagine Dragons ,Natural,216,0.0,21,0,690130,80538052
659,Megan Thee Stallion ,Body,187,1.0,10,0,856830,80338969
660,Eminem ,Lose Yourself,554,1.0,9,0,652490,80284666
661,Chief Keef ,Love Sosa,318,0.0,41,0,395268,80223782
662,Ayo & Teo ,Rolex,271,0.0,31,0,530153,80064354
663,YBN Nahmir ,Rubbin Off The Paint,263,0.0,47,0,480042,79621979
664,Taylor Swift ,Midnight Rain,68,30.0,3,(x14),5987889,79514355
665,Tee Grizzley ,First Day Out,336,0.0,67,0,325093,79440420
666,Daya ,Hide Away,305,0.0,14,0,490562,79375110
667,Bad Bunny ,Neverita,213,0.0,13,0,1399198,79303751
668,Lil Baby ,Sum 2 Prove,225,0.0,16,0,851468,79172412
669,Pop Smoke ,Hello,257,0.0,29,0,499091,79167125
670,Big Sean ,Moves,243,5.0,8,0,887512,79110320
671,Ruth B. ,Dandelions,290,0.0,66,0,339445,79089363
672,Rich The Kid ,Splashin,183,0.0,21,0,674282,79057026
673,Dua Lipa ,Break My Heart,190,1.0,7,0,971615,78970082
674,Luke Combs ,Beer Never Broke My Heart,296,0.0,32,0,569096,78948456
675,Jessica Darrow ,Surface Pressure,136,60.0,3,(x1),1003606,78691499
676,XXXTENTACION ,Arms Around You,154,12.0,2,(x1),1592205,78640068
677,21 Savage ,Runnin,203,10.0,1,(x1),2166325,78639389
678,Kesha ,Praying,236,0.0,15,0,711322,78594034
679,Post Malone ,Paranoid,137,25.0,1,(x1),3694438,78582762
680,Kanye West ,Praise God,213,5.0,6,0,2438681,78568531
681,J. Cole ,Neighbors,294,8.0,3,(x2),1898670,77926846
682,Gabby Barrett ,I Hope,313,0.0,69,0,346938,77883408
683,Fall Out Boy ,Centuries,497,4.0,9,0,329550,77847863
684,Becky G ,MAMIII,216,1.0,9,0,678178,77685438
685,Ariana Grande ,Stuck with U,196,10.0,1,(x2),2365819,77527054
686,OMI ,Cheerleader (Felix Jaehn Remix),268,80.0,2,(x15),728553,77317485
687,KYLE ,Playinwitme,186,0.0,21,0,753908,76991101
688,Kanye West ,All Mine,137,17.0,1,(x4),2757615,76972755
689,Maroon 5 ,Beautiful Mistakes,190,0.0,27,0,619022,76939291
690,Lil Uzi Vert ,Sauce It Up,238,1.0,6,0,1051878,76926735
691,Alessia Cara ,How Far I'll Go,250,0.0,18,0,557999,76752001
692,Drake ,Still Here,279,0.0,15,0,642304,76042372
693,Megan Thee Stallion ,Thot Shit,155,2.0,10,0,903858,75741224
694,Lil Uzi Vert ,P2,148,14.0,2,(x3),1922227,75685447
695,Rae Sremmurd ,No Type,522,0.0,11,0,330170,75658607
696,Jason Derulo ,Want to Want Me,347,73.0,4,0,554586,75507123
697,Travis Scott ,Goosebumps  Remix,217,0.0,32,0,498270,75462580
698,David Guetta ,I'm Good (Blue),124,32.0,8,0,846229,75294822
699,Drake ,Girls Want Girls,136,14.0,1,(x2),6146233,75092582
700,Jason Derulo ,Swalla,209,0.0,32,0,574089,75063678
701,Eartha Kitt ,Santa Baby,189,0.0,22,0,1712483,75057398
702,Alessia Cara ,Wild Things,230,0.0,20,0,524887,75034774
703,Nick Jonas ,Close,182,0.0,13,0,658150,75001886
704,Bad Bunny ,Tarot,172,2.0,10,0,1639773,74979912
705,The Chainsmokers ,All We Know,178,35.0,7,0,837948,74922652
706,Drake ,Big Rings,305,0.0,13,0,406675,74818115
707,Gucci Mane ,Both,282,0.0,35,0,473873,74752496
708,Thomas Rhett ,Die A Happy Man,425,0.0,34,0,293571,74721719
709,J. Cole ,m y . l i f e,173,7.0,1,(x1),4075637,74605156
710,Drake ,Legend,439,13.0,4,0,546994,74560528
711,Lil Uzi Vert ,New Patek,161,10.0,1,(x1),1812305,74465767
712,Flo Rida ,GDFR,338,77.0,4,0,464052,74323833
713,Logic ,Everyday,185,8.0,4,0,1481252,74094592
714,Marc E. Bassy ,You & Me,214,0.0,16,0,619529,74019535
715,Billie Eilish ,bellyache,257,0.0,39,0,522259,73988829
716,The Rare Occasions ,Notion,240,0.0,33,0,468246,73881354
717,Darlene Love ,Christmas (Baby Please Come Home),127,0.0,14,0,2503153,73684954
718,Polo G ,Flex,194,0.0,18,0,690330,73669856
719,Young M.A ,OOOUUU,218,0.0,14,0,594385,73663117
720,Justin Bieber ,Lonely,181,8.0,6,0,964623,73289055
721,Selena Gomez ,Same Old Love,226,15.0,9,0,538465,73255863
722,G,Eazy  I Mean It,551,0.0,58,0,210930,73181646
723,Jonas Blue ,Fast Car,218,0.0,24,0,497089,72978752
724,Chance the Rapper ,Hot Shower,193,3.0,6,0,1145939,72612798
725,Lil Baby ,On Me,200,0.0,26,0,494284,72577214
726,Post Malone ,SaintTropez,111,25.0,2,(x4),3330184,72506541
727,Taylor Swift ,Maroon,67,26.0,3,(x1),6847851,72491704
728,Timeflies ,Once In a While,242,0.0,35,0,431255,72312385
729,DJ Khaled ,No Brainer,118,18.0,3,(x1),1510233,72279841
730,Kygo ,Stay,252,0.0,19,0,432401,72139250
731,Lil Uzi Vert ,That Way  Bonus Track,173,12.0,3,(x4),1612464,72092494
732,Clean Bandit ,Rockabye,242,0.0,26,0,491930,71984836
733,Drake ,0 To 100 / The Catch Up,512,0.0,17,0,225729,71827840
734,Mykola Dmytrovych Leontovych ,Carol of the Bells,195,0.0,16,0,1503257,71706814
735,Post Malone ,Rich & Sad,144,11.0,5,0,3071762,71663340
736,Morgan Wallen ,Thought You Should Know,230,0.0,14,0,1392859,71563009
